,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.8800000000000001,0.0,0.7619206349206349,0.11661903789690602,0.0,0.03667307028532219
10_25,10,25,0.9400000000000001,0.0,0.7574222222222222,0.04898979485566355,0.0,0.020553140999328333
10_50,10,50,1.0,0.0,0.7732000000000003,0.0,0.0,0.009260669522232166
10_100,10,100,1.0,0.0,0.7588000000000005,0.0,0.0,0.009703607576566613
25_10,25,10,0.944,0.0,0.8026478260869565,0.03199999999999997,0.0,0.027515771040525706
25_25,25,25,0.992,0.0,0.7704000000000001,0.016000000000000014,0.0,0.01115419203707735
25_50,25,50,1.0,0.0,0.7832000000000005,0.0,0.0,0.010093958589175963
25_100,25,100,1.0,0.0,0.7760000000000005,0.0,0.0,0.004447021475099966
50_10,50,10,0.944,0.0,0.7855039949991713,0.03199999999999998,0.0,0.019098205941825864
50_25,50,25,0.992,0.0,0.7834600000000002,0.016000000000000014,0.0,0.013560471968187443
50_50,50,50,1.0,0.0,0.7768800000000005,0.0,0.0,0.012698094345215745
50_100,50,100,1.0,0.0,0.7802800000000005,0.0,0.0,0.00648024690887629
100_10,100,10,0.96,0.0,0.7896380723293814,0.017888543819998298,0.0,0.006813581828058371
100_25,100,25,0.99,0.0,0.7841014516296991,0.010954451150103331,0.0,0.00809696878484413
100_50,100,50,1.0,0.0,0.7770800000000004,0.0,0.0,0.007246074799503479
100_100,100,100,1.0,0.0,0.7776200000000004,0.0,0.0,0.0032381476186239618
