,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.9199999999999999,0.0,0.7338888888888888,0.0748331477354788,0.0,0.0836778065477458
10_25,10,25,0.8600000000000001,0.0,0.6981555555555555,0.07999999999999999,0.0,0.04059347390230104
10_50,10,50,1.0,0.0,0.6680000000000004,0.0,0.0,0.01574801574802361
10_100,10,100,0.9800000000000001,0.0,0.6956888888888894,0.03999999999999999,0.0,0.01892172309643794
25_10,25,10,0.8640000000000001,0.0,0.7292742330133635,0.04079215610874228,0.0,0.025045617067910683
25_25,25,25,0.9120000000000001,0.0,0.7087233201581029,0.02993325909419152,0.0,0.014803939293327044
25_50,25,50,0.992,0.0,0.698326666666667,0.016000000000000014,0.0,0.010090796686970637
25_100,25,100,1.0,0.0,0.6916000000000004,0.0,0.0,0.015352915032657465
50_10,50,10,0.944,0.0,0.7110938945420906,0.014966629547095742,0.0,0.007854485960571
50_25,50,25,0.944,0.0,0.7055358605977081,0.023323807579381177,0.0,0.01599687994093215
50_50,50,50,0.9800000000000001,0.0,0.6999519930525404,0.021908902300206663,0.0,0.012590528118767676
50_100,50,100,0.9960000000000001,0.0,0.6949934693877555,0.008000000000000007,0.0,0.0040481801383237806
100_10,100,10,0.8800000000000001,0.0,0.7152774141554596,0.020000000000000018,0.0,0.00403964446535641
100_25,100,25,0.944,0.0,0.7050035013902216,0.016248076809271882,0.0,0.009018717136836725
100_50,100,50,0.982,0.0,0.6973203029665478,0.00979795897113272,0.0,0.006754084934551181
100_100,100,100,0.9940000000000001,0.0,0.6913719191919195,0.004898979485566361,0.0,0.00578548410277297
