,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.8400000000000001,0.0,0.6799999999999999,0.04898979485566354,0.0,0.08015513507575384
10_25,10,25,0.9199999999999999,0.0,0.6901777777777778,0.0748331477354788,0.0,0.005883477597643666
10_50,10,50,0.9800000000000001,0.0,0.6780444444444447,0.039999999999999994,0.0,0.016362800327813714
10_100,10,100,1.0,0.0,0.6796000000000004,0.0,0.0,0.014499655168313518
25_10,25,10,0.8480000000000001,0.0,0.7148392720932766,0.05306599664568641,0.0,0.023047882706929715
25_25,25,25,0.9039999999999999,0.0,0.7114761904761905,0.047999999999999994,0.0,0.023965371093261117
25_50,25,50,0.976,0.0,0.7023733333333336,0.01959591794226544,0.0,0.008543467940154346
25_100,25,100,1.0,0.0,0.6954400000000003,0.0,0.0,0.005603427522507906
50_10,50,10,0.8560000000000001,0.0,0.7074164567436994,0.06974238309665076,0.0,0.008570753679294116
50_25,50,25,0.9399999999999998,0.0,0.7033957750969646,0.02828427124746188,0.0,0.006592474443137069
50_50,50,50,0.9879999999999999,0.0,0.6957714285714289,0.016000000000000014,0.0,0.008515857956465311
50_100,50,100,0.9800000000000001,0.0,0.7007689115646263,0.017888543819998333,0.0,0.004623026487028218
100_10,100,10,0.858,0.0,0.7168534830422655,0.01326649916142161,0.0,0.01621804589260953
100_25,100,25,0.9359999999999999,0.0,0.7081119516493573,0.016248076809271893,0.0,0.006863962096983966
100_50,100,50,0.9719999999999999,0.0,0.6995020244455376,0.022271057451320065,0.0,0.00561065641990902
100_100,100,100,0.9960000000000001,0.0,0.6957557575757579,0.00489897948556636,0.0,0.001569989104804555
