,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.68,0.0,0.6211904761904761,0.07483314773547885,0.0,0.05911478514829646
10_25,10,25,0.5999999999999999,0.0,0.6203809523809524,0.20976176963403032,0.0,0.04202730998506208
10_50,10,50,0.6200000000000001,0.0,0.5925000000000001,0.18330302779823363,0.0,0.01802775637731998
10_100,10,100,0.76,0.0,0.6052833333333336,0.14966629547095767,0.0,0.016085328028292687
25_10,25,10,0.632,0.0,0.6089621848739495,0.04664761515876241,0.0,0.020183360798033474
25_25,25,25,0.632,0.0,0.6073999999999999,0.1024499877989256,0.0,0.011599137898999292
25_50,25,50,0.7520000000000001,0.0,0.5959605966788631,0.07332121111929342,0.0,0.010142525141644128
25_100,25,100,0.76,0.0,0.5975552422723479,0.07589466384404109,0.0,0.009115289285310328
50_10,50,10,0.684,0.0,0.6217458351761757,0.11056219968868204,0.0,0.023002050176959752
50_25,50,25,0.74,0.0,0.6024099582587954,0.07483314773547883,0.0,0.0032015747105329883
50_50,50,50,0.656,0.0,0.6036698412698416,0.05571355310873645,0.0,0.010217633792244734
50_100,50,100,0.6759999999999999,0.0,0.598461565686566,0.09068627239003707,0.0,0.009706435062456931
100_10,100,10,0.702,0.0,0.6201426204284531,0.01166190378969057,0.0,0.01471995388835423
100_25,100,25,0.694,0.0,0.6079772246807088,0.07863841300535003,0.0,0.004919921443096547
100_50,100,50,0.744,0.0,0.6048097928365219,0.03136877428271627,0.0,0.006950960126967263
100_100,100,100,0.7,0.0,0.5972178533738239,0.03286335345030995,0.0,0.002414684154507295
