,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.76,0.0,0.6213888888888889,0.1356465996625054,0.0,0.05465661605892139
10_25,10,25,0.66,0.0,0.5969523809523809,0.08000000000000002,0.0,0.011886080580436354
10_50,10,50,0.64,0.0,0.6083904761904764,0.10198039027185571,0.0,0.031017870644512825
10_100,10,100,0.64,0.0,0.5781642857142859,0.10198039027185571,0.0,0.013230677092519898
25_10,25,10,0.6639999999999999,0.0,0.6713213132756476,0.082365041127896,0.0,0.022332208604100994
25_25,25,25,0.696,0.0,0.6054356725146199,0.047999999999999994,0.0,0.007946722925388706
25_50,25,50,0.664,0.0,0.6042500000000002,0.06974238309665079,0.0,0.01661324772583618
25_100,25,100,0.584,0.0,0.5924819624819628,0.16511813952440232,0.0,0.02002519812992519
50_10,50,10,0.6399999999999999,0.0,0.6398969451601031,0.078993670632526,0.0,0.013286411386932552
50_25,50,25,0.6679999999999999,0.0,0.6050761238761239,0.07222188034107115,0.0,0.022141766722931597
50_50,50,50,0.732,0.0,0.6094861845361847,0.05741080037762931,0.0,0.0065596681163488605
50_100,50,100,0.692,0.0,0.602732893690905,0.04995998398718718,0.0,0.007138513660044593
100_10,100,10,0.666,0.0,0.63247835999536,0.06343500610861483,0.0,0.023491883566238686
100_25,100,25,0.674,0.0,0.6188298857127654,0.01496662954709574,0.0,0.004457091867031708
100_50,100,50,0.746,0.0,0.6040917312227173,0.03498571136907183,0.0,0.004130976227810585
100_100,100,100,0.692,0.0,0.595575640777428,0.04578209256903839,0.0,0.0030147202335799607
