,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.9199999999999999,0.0,0.744,0.0979795897113271,0.0,0.042148546831415175
10_25,10,25,0.9800000000000001,0.0,0.7781333333333335,0.039999999999999994,0.0,0.01749869836429116
10_50,10,50,1.0,0.0,0.7708000000000004,0.0,0.0,0.012560254774486045
10_100,10,100,1.0,0.0,0.7832000000000005,0.0,0.0,0.006852736679604732
25_10,25,10,0.9199999999999999,0.0,0.7980648221343873,0.04381780460041329,0.0,0.02198763911750127
25_25,25,25,1.0,0.0,0.7689600000000001,0.0,0.0,0.014615279675736635
25_50,25,50,1.0,0.0,0.7761600000000004,0.0,0.0,0.007893693685468176
25_100,25,100,1.0,0.0,0.7738400000000005,0.0,0.0,0.0068567047479091685
50_10,50,10,0.932,0.0,0.8012606097887252,0.037094473981982796,0.0,0.014804053704913209
50_25,50,25,0.9879999999999999,0.0,0.7775661224489797,0.016000000000000014,0.0,0.011115894987183782
50_50,50,50,1.0,0.0,0.7799200000000004,0.0,0.0,0.0045494615065961325
50_100,50,100,1.0,0.0,0.7796400000000006,0.0,0.0,0.005620533782480087
100_10,100,10,0.9280000000000002,0.0,0.7956604420007294,0.01720465053408523,0.0,0.005088557572987851
100_25,100,25,0.9960000000000001,0.0,0.7770775510204081,0.008000000000000007,0.0,0.008069649330456322
100_50,100,50,0.998,0.0,0.7786294949494954,0.0040000000000000036,0.0,0.006524378913906138
100_100,100,100,1.0,0.0,0.7766000000000005,0.0,0.0,0.002469007897921789
