,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.2,1.0,0.9488888888888889,0.18708286933869708,0.0,0.04477653706579974
10_25,10,25,0.65,1.0,0.9577777777777777,0.3741657386773941,0.0,0.05183068350973601
10_50,10,50,0.4833333333333333,1.0,0.96,0.3431876713662333,0.0,0.04898979485566354
10_100,10,100,0.0,1.0,1.0,0.0,0.0,0.0
25_10,25,10,0.6599999999999999,1.0,0.9576328502415459,0.37735924528226417,0.0,0.03771879700873839
25_25,25,25,0.6399999999999999,1.0,0.9483333333333333,0.1908947781541722,0.0,0.05138093031466053
25_50,25,50,0.3222222222222222,1.0,0.968,0.22879178091082222,0.0,0.027129319932501096
25_100,25,100,0.17714285714285713,1.0,1.0,0.2208702638867164,0.0,0.0
50_10,50,10,0.9205128205128205,1.0,0.9780106435420297,0.09943958681879647,0.0,0.0024808157997914713
50_25,50,25,0.7838502673796791,1.0,0.9854389277389277,0.20458760881204502,0.0,0.009631267114491065
50_50,50,50,0.503996003996004,1.0,0.9846946386946387,0.3562821902156648,0.0,0.010773504434614748
50_100,50,100,0.29219780219780217,1.0,0.9879999999999999,0.29460642849678115,0.0,0.009797958971132722
100_10,100,10,0.6322196322196323,1.0,0.9861195689436972,0.3361545294190193,0.0,0.005356832938349328
100_25,100,25,0.4708884159318941,1.0,0.9915139019056545,0.22995482832355368,0.0,0.004043099819018252
100_50,100,50,0.3635710391758779,1.0,0.9948705882352942,0.25158136184337637,0.0,0.00426434481230127
100_100,100,100,0.26415249266862173,1.0,0.994,0.21109961872960867,0.0,0.00489897948556636
