,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.2,1.0,0.9625,0.4000000000000001,0.0,0.075
10_25,10,25,0.4833333333333333,1.0,0.9800000000000001,0.3511884584284246,0.0,0.03999999999999999
10_50,10,50,0.6333333333333333,1.0,0.9199999999999999,0.3711842908553348,0.0,0.05099019513592784
10_100,10,100,0.5,1.0,0.9299999999999999,0.31622776601683794,0.0,0.03999999999999999
25_10,25,10,0.7466666666666666,1.0,0.9834545454545454,0.2286190426597633,0.0,0.023442562125507216
25_25,25,25,0.8766666666666666,1.0,0.9587333333333333,0.10413666234542206,0.0,0.007787168933572739
25_50,25,50,0.8016666666666667,1.0,0.9682857142857143,0.1274100990241093,0.0,0.018370339892204025
25_100,25,100,0.5233333333333333,1.0,0.97,0.29242282932615077,0.0,0.015491933384829683
50_10,50,10,0.6300000000000001,1.0,0.9790986394557823,0.14157840387730203,0.0,0.0007911362822866085
50_25,50,25,0.6513888888888889,1.0,0.9757179487179487,0.2687562804319277,0.0,0.015593621827924503
50_50,50,50,0.8217560217560218,1.0,0.9754545454545454,0.10804234221102275,0.0,0.026188465451775514
50_100,50,100,0.4591158841158841,1.0,0.9804999999999999,0.32235665954696124,0.0,0.012688577540449534
100_10,100,10,0.49995961771436265,1.0,0.9886775423888826,0.27224458700085175,0.0,0.0030664577223089326
100_25,100,25,0.5022150965649418,1.0,0.9926038629904177,0.26850224606691986,0.0,0.008030942128341385
100_50,100,50,0.6323476845215976,1.0,0.9935697368421053,0.25930335472261673,0.0,0.0037868859951372016
100_100,100,100,0.70176123518059,1.0,0.9939217171717172,0.17688639810659762,0.0,0.005362304615052549
