,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.6666666666666667,1.0,0.86,0.4216370213557839,0.0,0.11035296904831231
10_25,10,25,0.7333333333333333,1.0,0.754074074074074,0.38873012632302,0.0,0.17220589329201053
10_50,10,50,0.9333333333333332,1.0,0.79125,0.13333333333333336,0.0,0.06841966091702005
10_100,10,100,1.0,1.0,0.888888888888889,0.0,0.0,0.07730012058189371
25_10,25,10,0.8133333333333332,1.0,0.9197321036451471,0.2436755584332942,0.0,0.02107660173483244
25_25,25,25,0.9199999999999999,1.0,0.9249009617022039,0.09797958971132709,0.0,0.030004348448345805
25_50,25,50,1.0,1.0,0.9178428571428572,0.0,0.0,0.013308084937982344
25_100,25,100,0.9666666666666668,1.0,0.9179999999999999,0.06666666666666665,0.0,0.03512517299285196
50_10,50,10,0.9192307692307693,1.0,0.9667682243097264,0.07179487179487179,0.0,0.02168308006006754
50_25,50,25,0.9675,1.0,0.970412785675479,0.04153311931459037,0.0,0.010398071965957182
50_50,50,50,1.0,1.0,0.9581080823937966,0.0,0.0,0.017985489445981547
50_100,50,100,1.0,1.0,0.9704884004884005,0.0,0.0,0.01092328760485401
100_10,100,10,0.6966366564192651,1.0,0.98722851419813,0.18133750461087855,0.0,0.0038044959679313186
100_25,100,25,0.7729782062373831,1.0,0.9892317602360107,0.3054547968087376,0.0,0.007766110868220378
100_50,100,50,0.9105413105413106,1.0,0.9866425942902414,0.14358069885139002,0.0,0.012994858763287107
100_100,100,100,1.0,1.0,0.9803638911538384,0.0,0.0,0.00832875821849531
