,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.7583333333333333,1.0,0.8818888888888889,0.2048034287907418,0.0,0.04164458674231588
10_25,10,25,0.696111111111111,1.0,0.9199206349206349,0.14416211724784955,0.0,0.061700109417582034
10_50,10,50,0.425,1.0,0.8949999999999999,0.2021567385440701,0.0,0.010000000000000009
10_100,10,100,0.6321428571428572,1.0,0.9280000000000002,0.27330180671012844,0.0,0.03919183588453083
25_10,25,10,0.7176290376290377,1.0,0.9383473869126042,0.2263826978302408,0.0,0.011192061366043858
25_25,25,25,0.6796594427244582,1.0,0.9641499066754502,0.16012160021804367,0.0,0.015247911920124453
25_50,25,50,0.7235087719298245,1.0,0.9600939271255061,0.1176803852011832,0.0,0.024151404719981995
25_100,25,100,0.5983982683982684,1.0,0.9826666666666666,0.2741880620036677,0.0,0.01866666666666668
50_10,50,10,0.8012900143334927,1.0,0.9553190265724956,0.2673273180235844,0.0,0.021746632724589012
50_25,50,25,0.8083855519795261,1.0,0.9741752351466637,0.26186643619845495,0.0,0.010697807843824209
50_50,50,50,0.6929126585865995,1.0,0.9823458523184133,0.2640402806083475,0.0,0.006873895758512391
50_100,50,100,0.5788095238095239,1.0,0.983404761904762,0.06481440449065669,0.0,0.0078085074832291825
100_10,100,10,0.5686381006426522,1.0,0.9893131741825082,0.27554960133433465,0.0,0.000962875307832115
100_25,100,25,0.723508097223404,1.0,0.9879504531349387,0.19225120471417834,0.0,0.0029612816166209067
100_50,100,50,0.6622359771482579,1.0,0.9907323169125396,0.31477719838303286,0.0,0.004972805336624361
100_100,100,100,0.42399826347194775,1.0,0.9902176870748299,0.13291752902415696,0.0,0.0002700603162078907
