,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.55,1.0,0.9577777777777777,0.45825756949558405,0.0,0.05183068350973601
10_25,10,25,0.5666666666666667,1.0,0.9199999999999999,0.3265986323710904,0.0,0.05099019513592784
10_50,10,50,0.6166666666666666,1.0,0.9366666666666668,0.33166247903554,0.0,0.05811865258054232
10_100,10,100,0.3333333333333333,1.0,0.96,0.2981423969999719,0.0,0.04898979485566355
25_10,25,10,1.0,1.0,0.9285300207039336,0.0,0.0,0.02055827123966953
25_25,25,25,0.64,1.0,0.9627676767676767,0.35128336140500593,0.0,0.019298306934699288
25_50,25,50,0.6571428571428571,1.0,0.9640000000000001,0.3681171064778607,0.0,0.03666060555964671
25_100,25,100,0.7666666666666667,1.0,0.9736888888888888,0.18737959096740261,0.0,0.015867102390531337
50_10,50,10,0.6649122807017543,1.0,0.9597357667939557,0.29920193763775016,0.0,0.019257658022442448
50_25,50,25,0.4802614379084968,1.0,0.9872857142857143,0.3923987053844027,0.0,0.012571428571428584
50_50,50,50,0.6095238095238095,1.0,0.9838000000000001,0.258133014279895,0.0,0.008588364221433564
50_100,50,100,0.4412121212121212,1.0,0.9805333333333334,0.2024423871381506,0.0,0.00343575966046005
100_10,100,10,0.787085346215781,1.0,0.9882056040115706,0.15554616682174938,0.0,0.006464588546565836
100_25,100,25,0.8440476190476189,1.0,0.9848517339312627,0.2775724864981595,0.0,0.006498653561900989
100_50,100,50,0.5231852358168148,1.0,0.9905099999999999,0.27428621439372874,0.0,0.0048888035346084414
100_100,100,100,0.43315384615384617,1.0,0.9907111111111112,0.23506091367153042,0.0,0.002543061244607987
