,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.599047619047619,1.0,0.9095238095238095,0.22082919390293168,0.0,0.07438333024673002
10_25,10,25,0.39,1.0,0.9185185185185185,0.34409301068170506,0.0,0.10250631483776329
10_50,10,50,0.5866666666666667,1.0,0.8956944444444443,0.38735570790223867,0.0,0.10397241146419088
10_100,10,100,0.06666666666666667,1.0,0.9333333333333333,0.13333333333333333,0.0,0.13333333333333333
25_10,25,10,0.9514285714285714,1.0,0.9220433914306465,0.06101187572589322,0.0,0.045036621619156614
25_25,25,25,0.9454545454545455,1.0,0.8520438385144267,0.10909090909090909,0.0,0.07818648867434988
25_50,25,50,0.975,1.0,0.8802328881497392,0.049999999999999996,0.0,0.025779282268561653
25_100,25,100,0.9818181818181818,0.9764705882352942,0.8617019092019091,0.036363636363636376,0.04705882352941178,0.025737938406927795
50_10,50,10,0.9631658196875588,1.0,0.9621007747323537,0.035335493370985085,0.0,0.009888451316875501
50_25,50,25,0.9354515050167225,1.0,0.9485340478646768,0.08144070236909391,0.0,0.03836350968763257
50_50,50,50,0.9799568965517242,1.0,0.9650453979038371,0.027291665721166786,0.0,0.017932929017801497
50_100,50,100,1.0,1.0,0.9297015158735297,0.0,0.0,0.026054023100902744
100_10,100,10,0.8116284616284617,1.0,0.9820778204805982,0.1390315292493142,0.0,0.01378393823473806
100_25,100,25,0.9592592592592591,1.0,0.967540854590631,0.08148148148148149,0.0,0.010442947834848896
100_50,100,50,0.9962264150943396,1.0,0.9857549897369366,0.007547169811320752,0.0,0.007907795448538918
100_100,100,100,1.0,1.0,0.9482919602350958,0.0,0.0,0.028297380169971895
