,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.26666666666666666,1.0,0.9114285714285714,0.38873012632302006,0.0,0.11931778867326344
10_25,10,25,0.16666666666666666,1.0,0.96,0.21081851067789195,0.0,0.07999999999999999
10_50,10,50,0.0,1.0,1.0,0.0,0.0,0.0
10_100,10,100,0.1,1.0,0.9714285714285715,0.2,0.0,0.05714285714285712
25_10,25,10,0.8,1.0,0.9058333333333334,0.4,0.0,0.05436502143433364
25_25,25,25,0.8400000000000001,1.0,0.888391935721657,0.233238075793812,0.0,0.04434723699639064
25_50,25,50,1.0,0.9875,0.8538172938172938,0.0,0.024999999999999998,0.07924252650303455
25_100,25,100,1.0,1.0,0.9272929566563468,0.0,0.0,0.053588679263292034
50_10,50,10,0.9714285714285715,1.0,0.9496222219657093,0.05714285714285716,0.0,0.036734901414351366
50_25,50,25,0.9666666666666668,1.0,0.9368772626009468,0.06666666666666667,0.0,0.03124657778365722
50_50,50,50,1.0,1.0,0.9219429219429219,0.0,0.0,0.015383382638310936
50_100,50,100,1.0,0.9939393939393939,0.8976384858249871,0.0,0.01212121212121211,0.010200632693975968
100_10,100,10,1.0,1.0,0.9692179274373952,0.0,0.0,0.008028620447749999
100_25,100,25,0.9888888888888889,1.0,0.9636857489560512,0.022222222222222233,0.0,0.008887635006463727
100_50,100,50,1.0,1.0,0.9561987492479819,0.0,0.0,0.01389255132223475
100_100,100,100,1.0,1.0,0.9348348951061194,0.0,0.0,0.03755996588416342
