,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.13,1.0,0.9650000000000001,0.1661324772583615,0.0,0.048989794855663564
10_25,10,25,0.20436507936507936,1.0,0.9800000000000001,0.23485225302478757,0.0,0.039999999999999994
10_50,10,50,0.17214285714285713,1.0,0.95,0.10157936476932101,0.0,0.04472135954999579
10_100,10,100,0.05,1.0,0.96,0.06123724356957946,0.0,0.04898979485566354
25_10,25,10,0.6377655677655678,1.0,0.9586658848397978,0.3218846289268636,0.0,0.024207750294042065
25_25,25,25,0.6144133059922534,1.0,0.9562105263157894,0.28861138472431086,0.0,0.00757894736842104
25_50,25,50,0.4056395891690009,1.0,0.9797333333333332,0.2016126956023311,0.0,0.02013995476106584
25_100,25,100,0.19761069340016707,1.0,0.984,0.15417155019699244,0.0,0.01959591794226544
50_10,50,10,0.46613362742395,1.0,0.9749640745209703,0.23463696358653807,0.0,0.004347923848119971
50_25,50,25,0.34094304388422036,1.0,0.9785294002658536,0.26128445209497764,0.0,0.005095996787325508
50_50,50,50,0.12611302672278285,1.0,0.9835,0.06420586871713709,0.0,0.007000000000000029
50_100,50,100,0.22088592522029052,1.0,0.9879999999999999,0.14913583391542784,0.0,0.009797958971132722
100_10,100,10,0.5760932806646093,1.0,0.9884005260556805,0.29968772070453015,0.0,0.003324888284930994
100_25,100,25,0.24418910591175638,1.0,0.992506329113924,0.3564976620090664,0.0,0.010712002411956896
100_50,100,50,0.18833373038902684,1.0,0.993979797979798,0.11058346977598185,0.0,0.004915612743910679
100_100,100,100,0.08354750512645251,1.0,0.992,0.08498314220818944,0.0,0.0040000000000000036
