,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.4333333333333333,1.0,0.9738888888888889,0.38873012632302,0.0,0.035294178165041316
10_25,10,25,0.6300000000000001,1.0,0.9242857142857142,0.34,0.0,0.09297794340155988
10_50,10,50,0.52,0.9666666666666668,0.9549019607843137,0.44899888641287294,0.06666666666666667,0.06491351120488958
10_100,10,100,0.0,1.0,1.0,0.0,0.0,0.0
25_10,25,10,0.9525641025641025,1.0,0.9322878102289867,0.06222903127954666,0.0,0.06242949039579501
25_25,25,25,0.9777777777777779,1.0,0.9082765151515151,0.04444444444444447,0.0,0.045071966000736124
25_50,25,50,1.0,1.0,0.8813356074753134,0.0,0.0,0.07383012687666471
25_100,25,100,0.9777089783281735,0.9793650793650794,0.8371253401562317,0.0273709425452636,0.025396825396825414,0.08231773987679633
50_10,50,10,0.955952380952381,1.0,0.9394806208398538,0.05476190476190476,0.0,0.042544044640586566
50_25,50,25,0.9925925925925926,1.0,0.9434864674766498,0.014814814814814836,0.0,0.028225942111916577
50_50,50,50,1.0,1.0,0.9099634304787669,0.0,0.0,0.031198904626770836
50_100,50,100,1.0,1.0,0.903405417593684,0.0,0.0,0.03838952013302371
100_10,100,10,0.9607083392797678,1.0,0.9665549090206079,0.045652945801180574,0.0,0.01849362703230696
100_25,100,25,0.9924528301886791,1.0,0.9690453451438042,0.015094339622641506,0.0,0.012951398583475156
100_50,100,50,0.9966666666666667,1.0,0.968249984577817,0.006666666666666687,0.0,0.017062053709560848
100_100,100,100,1.0,1.0,0.9504446666648583,0.0,0.0,0.027611280501642774
