,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.1,1.0,0.96,0.2,0.0,0.07999999999999999
10_25,10,25,0.75,1.0,0.8683333333333334,0.22360679774997896,0.0,0.06999999999999999
10_50,10,50,0.4,0.9142857142857143,0.9666666666666668,0.48989794855663565,0.17142857142857146,0.06666666666666667
10_100,10,100,0.2,1.0,1.0,0.4000000000000001,0.0,0.0
25_10,25,10,0.8647619047619047,1.0,0.9232426654872474,0.12654845898569975,0.0,0.02798832123173899
25_25,25,25,0.8,1.0,0.8928308823529412,0.4,0.0,0.06889733783887533
25_50,25,50,1.0,1.0,0.8958604845446951,0.0,0.0,0.05487926443048595
25_100,25,100,1.0,1.0,0.9376495726495726,0.0,0.0,0.06955611009014928
50_10,50,10,0.8857142857142858,1.0,0.9531944743709448,0.13997084244475302,0.0,0.014713338718535654
50_25,50,25,0.96,1.0,0.9145066699005578,0.07999999999999999,0.0,0.0338046314456156
50_50,50,50,1.0,1.0,0.9537666328710472,0.0,0.0,0.03268138421015225
50_100,50,100,1.0,1.0,0.9339093881029366,0.0,0.0,0.02540325439233409
100_10,100,10,0.9217808335455395,1.0,0.9743161492423787,0.0202059786169837,0.0,0.0060951619251874535
100_25,100,25,0.9571428571428571,1.0,0.977419714364619,0.08571428571428573,0.0,0.02769768823147042
100_50,100,50,1.0,1.0,0.957160257080468,0.0,0.0,0.01622952125242007
100_100,100,100,1.0,1.0,0.9596773518416443,0.0,0.0,0.020661533742807877
