,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.6866666666666668,1.0,0.9257407407407408,0.2537277631198009,0.0,0.05367304361059878
10_25,10,25,0.38666666666666666,1.0,0.9464285714285715,0.38040913647165614,0.0,0.06585388898066347
10_50,10,50,0.9,0.9199999999999999,0.8982142857142857,0.1224744871391589,0.16,0.06048040855181208
10_100,10,100,0.47000000000000003,0.9714285714285715,0.9733333333333334,0.33704599092705434,0.05714285714285716,0.05333333333333332
25_10,25,10,0.5128205128205128,1.0,0.9423034671583433,0.1940536690403335,0.0,0.0232950340638846
25_25,25,25,0.6700342794460441,1.0,0.920641447368421,0.21659804926525358,0.0,0.019027185924479537
25_50,25,50,0.7533333333333334,1.0,0.9279395604395605,0.15434449203720302,0.0,0.025453648817713576
25_100,25,100,0.9155555555555555,1.0,0.894973544973545,0.103661367019472,0.0,0.03799548741030218
50_10,50,10,0.5877187286397814,1.0,0.9734556087187667,0.08976084642364746,0.0,0.0151575015162556
50_25,50,25,0.678231780167264,1.0,0.9721796163606509,0.21183182352817287,0.0,0.011360970806262492
50_50,50,50,0.702528735632184,1.0,0.9822262976203193,0.3427110523048706,0.0,0.012074222233628444
50_100,50,100,0.8991071428571429,1.0,0.9809342632485049,0.09795420108501769,0.0,0.019677317576027625
100_10,100,10,0.6506060606060606,1.0,0.9818633545780514,0.22193426743657968,0.0,0.01146638906601207
100_25,100,25,0.7889019607843137,1.0,0.9854430380214957,0.18059321063594005,0.0,0.010779819000710206
100_50,100,50,0.9105771975248442,1.0,0.9880645488404249,0.046884280986299064,0.0,0.00691340672364763
100_100,100,100,0.8540348527117704,1.0,0.9830039312632192,0.13554998714541314,0.0,0.00327408366324921
