,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.8,1.0,0.8444444444444444,0.2449489742783178,0.0,0.09395296958493202
10_25,10,25,0.9333333333333332,1.0,0.8883333333333333,0.13333333333333336,0.0,0.09813696651889577
10_50,10,50,0.9,1.0,0.861111111111111,0.2,0.0,0.09256295822070458
10_100,10,100,1.0,1.0,0.7666666666666666,0.0,0.0,0.055777335102271744
25_10,25,10,0.8630952380952381,1.0,0.9544701675136457,0.1379103853102341,0.0,0.02756037567436288
25_25,25,25,1.0,1.0,0.9403516457087886,0.0,0.0,0.02193310881684796
25_50,25,50,0.9666666666666668,1.0,0.9504242424242424,0.06666666666666667,0.0,0.043464983320173456
25_100,25,100,1.0,1.0,0.9171111111111111,0.0,0.0,0.031139669432183742
50_10,50,10,0.8031468531468532,1.0,0.9762066336671819,0.17671565275244472,0.0,0.011341927656864538
50_25,50,25,0.9596153846153846,1.0,0.9795042446278783,0.05174470787336041,0.0,0.005630161972841665
50_50,50,50,0.9714285714285715,1.0,0.971741756702681,0.05714285714285716,0.0,0.010079157648097832
50_100,50,100,0.9800000000000001,1.0,0.961004133976823,0.039999999999999994,0.0,0.007276627491546726
100_10,100,10,0.8509436770659681,1.0,0.982852072118488,0.10724522280326222,0.0,0.01106430635724557
100_25,100,25,0.9564736842105261,1.0,0.9782314675450511,0.026750468508135342,0.0,0.007152002391214686
100_50,100,50,0.9923076923076923,1.0,0.986465612715981,0.015384615384615375,0.0,0.009102499411124761
100_100,100,100,0.9916666666666668,1.0,0.9919354984058542,0.016666666666666653,0.0,0.0023894355617656345
