,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.35,1.0,0.9527777777777778,0.43588989435406733,0.0,0.05800170282728085
10_25,10,25,0.3,1.0,0.96,0.39999999999999997,0.0,0.04898979485566354
10_50,10,50,0.4333333333333333,1.0,0.9199999999999999,0.2260776661041756,0.0,0.03999999999999999
10_100,10,100,0.3333333333333333,1.0,0.9800000000000001,0.42163702135578396,0.0,0.039999999999999994
25_10,25,10,0.63,1.0,0.9606969696969697,0.38418745424597095,0.0,0.032846807516160106
25_25,25,25,0.7904761904761904,1.0,0.9559999999999998,0.1771530975022693,0.0,0.013564659966250548
25_50,25,50,0.4666666666666666,1.0,0.952,0.1715938356831167,0.0,0.007774602526460405
25_100,25,100,0.3907936507936508,1.0,0.992,0.33441155924235105,0.0,0.016000000000000014
50_10,50,10,0.6106052281052281,1.0,0.9802255205112349,0.3194932300983799,0.0,0.012014284961445236
50_25,50,25,0.6683634013045778,1.0,0.9724267399267399,0.1534756324802585,0.0,0.00830632125449153
50_50,50,50,0.48603896103896105,1.0,0.976,0.38155581143612716,0.0,0.013623509092741133
50_100,50,100,0.2888247863247863,1.0,0.9870000000000001,0.17604057016349234,0.0,0.008717797887081356
100_10,100,10,0.4424242424242424,1.0,0.9907881644278996,0.3722556105865977,0.0,0.0047308640260659545
100_25,100,25,0.6228539576365664,1.0,0.9920290355692417,0.3632413605061846,0.0,0.006646360253367837
100_50,100,50,0.2615783017582118,1.0,0.9933684210526316,0.31397316601078024,0.0,0.005536081596759888
100_100,100,100,0.42940418679549114,1.0,0.9933181818181819,0.17435571978363965,0.0,0.00517383755459353
