,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.35,1.0,0.9428571428571428,0.43588989435406733,0.0,0.06998542122237648
10_25,10,25,0.5333333333333333,1.0,0.8071428571428572,0.45215533220835125,0.0,0.18571428571428572
10_50,10,50,0.5333333333333333,1.0,0.9607142857142857,0.45215533220835125,0.0,0.05101020306102035
10_100,10,100,0.8666666666666666,1.0,0.8758333333333332,0.26666666666666666,0.0,0.0687386354243376
25_10,25,10,0.6333333333333333,1.0,0.9575280112044817,0.3358240279934981,0.0,0.027689769880030957
25_25,25,25,0.22999999999999998,1.0,0.9608333333333332,0.16,0.0,0.03370624736026115
25_50,25,50,0.9,1.0,0.9647030678300028,0.13333333333333336,0.0,0.02440477757392515
25_100,25,100,1.0,1.0,0.9374269005847953,0.0,0.0,0.03933089590975117
50_10,50,10,0.692063492063492,1.0,0.97437343358396,0.265150641496141,0.0,0.013970660845186538
50_25,50,25,0.715,1.0,0.9785789888406168,0.22781571499789036,0.0,0.008561022474240369
50_50,50,50,0.8691919191919192,1.0,0.9814522778808493,0.10898329896418546,0.0,0.011673418634544037
50_100,50,100,0.9777777777777779,1.0,0.9793807093807094,0.04444444444444447,0.0,0.024430707701783027
100_10,100,10,0.8433333333333334,1.0,0.9842403440249339,0.15333333333333332,0.0,0.005207676936391749
100_25,100,25,0.8356037151702786,1.0,0.9776986343273443,0.1936912970918979,0.0,0.012559447344151741
100_50,100,50,0.8925549167035236,1.0,0.9818077074090329,0.11647679848733813,0.0,0.011168111389886638
100_100,100,100,0.8362745098039216,1.0,0.9773111059265579,0.2287404288171878,0.0,0.010827106813362868
