,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.4,1.0,0.9333333333333333,0.48989794855663565,0.0,0.08164965809277258
10_25,10,25,0.7,1.0,0.8761904761904763,0.4,0.0,0.06281383789653769
10_50,10,50,0.2,1.0,0.9666666666666668,0.4000000000000001,0.0,0.06666666666666667
10_100,10,100,0.0,1.0,1.0,0.0,0.0,0.0
25_10,25,10,0.74,1.0,0.9003968253968253,0.332264954516723,0.0,0.06506484545733197
25_25,25,25,0.8666666666666666,1.0,0.8868153102935711,0.26666666666666666,0.0,0.07565356957898291
25_50,25,50,0.9333333333333332,1.0,0.9352941176470588,0.13333333333333336,0.0,0.02069969258859286
25_100,25,100,0.9,1.0,0.9207363998230871,0.20000000000000004,0.0,0.03500163242664454
50_10,50,10,0.8398268398268399,1.0,0.9513173754350225,0.13965987914409844,0.0,0.01746499498263928
50_25,50,25,1.0,1.0,0.9551033125782847,0.0,0.0,0.01523984334865136
50_50,50,50,0.9846153846153847,0.9945945945945945,0.9531859261414498,0.03076923076923075,0.010810810810810789,0.023567566455227663
50_100,50,100,1.0,1.0,0.915535178186107,0.0,0.0,0.017139266337735874
100_10,100,10,0.9597979797979797,1.0,0.9770550041329983,0.020354475252128502,0.0,0.008365145427240256
100_25,100,25,0.8523809523809526,1.0,0.9670877344676161,0.26099408773418514,0.0,0.009238201782325364
100_50,100,50,1.0,1.0,0.9675413111500066,0.0,0.0,0.014937164044150781
100_100,100,100,1.0,1.0,0.9644406589629895,0.0,0.0,0.01924015044971579
