,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.7257142857142858,1.0,0.853452380952381,0.34361820293423795,0.0,0.10192617710005261
10_25,10,25,0.9305555555555556,1.0,0.8242063492063492,0.09043789220055391,0.0,0.048002424982836064
10_50,10,50,0.9,1.0,0.8908333333333334,0.2,0.0,0.07087743724988307
10_100,10,100,1.0,1.0,0.8384920634920636,0.0,0.0,0.09209299267355621
25_10,25,10,0.8505494505494505,1.0,0.944451011951012,0.16245163139956056,0.0,0.038550500139289526
25_25,25,25,1.0,1.0,0.9189828722002634,0.0,0.0,0.05660931597539787
25_50,25,50,0.9866666666666667,1.0,0.939068671679198,0.02666666666666666,0.0,0.013021848829226895
25_100,25,100,1.0,1.0,0.9278349206349207,0.0,0.0,0.04508849628065449
50_10,50,10,0.8762448304383789,1.0,0.963805006350962,0.15716942510538176,0.0,0.009654981582057215
50_25,50,25,0.8984758041147494,1.0,0.9735737305462369,0.1286520286333681,0.0,0.02109744836703742
50_50,50,50,0.9797924297924299,1.0,0.9783913653180571,0.01819291819291821,0.0,0.014203098922371574
50_100,50,100,0.9804878048780488,1.0,0.9650517589164206,0.03902439024390243,0.0,0.012371832818581188
100_10,100,10,0.7755291549160616,1.0,0.9835498468619643,0.15478732116747013,0.0,0.012894762219357248
100_25,100,25,0.9501724664224664,1.0,0.9823565094268014,0.0439359679979606,0.0,0.007468826929348279
100_50,100,50,0.9626400996264011,1.0,0.9808202931777062,0.04578345322091524,0.0,0.009096529103654901
100_100,100,100,0.987603160667252,1.0,0.9886110010086805,0.01826960047708439,0.0,0.005751087278153851
