,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.1,1.0,0.95,0.2,0.0,0.09999999999999999
10_25,10,25,0.4,1.0,0.8933333333333333,0.48989794855663565,0.0,0.1372750685464933
10_50,10,50,0.8,1.0,0.8838095238095238,0.4,0.0,0.09611972881554387
10_100,10,100,0.4,0.96,0.975,0.48989794855663565,0.07999999999999999,0.049999999999999996
25_10,25,10,0.7333333333333333,1.0,0.9669467787114847,0.2260776661041756,0.0,0.03303184990141835
25_25,25,25,0.9333333333333332,1.0,0.9418376068376068,0.13333333333333336,0.0,0.058581061903930136
25_50,25,50,1.0,1.0,0.9138054695562434,0.0,0.0,0.056718787199820916
25_100,25,100,1.0,1.0,0.8920930594460007,0.0,0.0,0.04445223620303543
50_10,50,10,1.0,1.0,0.9364441168852935,0.0,0.0,0.032163537448969944
50_25,50,25,0.9228571428571428,1.0,0.9516480595427963,0.1112452704796102,0.0,0.03629127262161899
50_50,50,50,1.0,1.0,0.9437025193256094,0.0,0.0,0.009467755682461313
50_100,50,100,1.0,1.0,0.9274684954441547,0.0,0.0,0.04788090042314681
100_10,100,10,0.7288267288267288,1.0,0.9847853535353537,0.3678597737947043,0.0,0.015050483865485733
100_25,100,25,0.9397058823529412,1.0,0.9852362514541678,0.07561741254224967,0.0,0.004454124484977193
100_50,100,50,1.0,1.0,0.968999337916985,0.0,0.0,0.028300820853204945
100_100,100,100,1.0,1.0,0.9725717430977566,0.0,0.0,0.011892320030733943
