,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.8333333333333334,1.0,0.86,0.2581988897471611,0.0,0.022675924035509505
10_25,10,25,0.2333333333333333,1.0,0.9550000000000001,0.23054701784590864,0.0,0.055677643628300216
10_50,10,50,0.2646825396825397,1.0,0.96,0.27180540999397057,0.0,0.04898979485566355
10_100,10,100,0.22507936507936513,1.0,0.9280000000000002,0.2526840547887216,0.0,0.0627375485654325
25_10,25,10,0.49739010989010984,1.0,0.976199494949495,0.22276662633888714,0.0,0.021232779142430068
25_25,25,25,0.8476391513543217,1.0,0.9478035298035298,0.1500366716084181,0.0,0.017906670294804757
25_50,25,50,0.5982782714361661,1.0,0.958687306501548,0.32000783115522496,0.0,0.0017116683634101151
25_100,25,100,0.38697802197802195,1.0,0.957047619047619,0.1488868652213166,0.0,0.004430363180804922
50_10,50,10,0.6512364672364672,1.0,0.9824163372859024,0.3742251754981315,0.0,0.012203600536178465
50_25,50,25,0.4982289055973267,1.0,0.9841774376417234,0.29900282460748373,0.0,0.008137179677960243
50_50,50,50,0.5499985257260799,1.0,0.9870938697318007,0.30409219410880667,0.0,0.011838180848410776
50_100,50,100,0.204017514017514,1.0,0.9856,0.11779974315651753,0.0,0.007838367176906178
100_10,100,10,0.6919552339994312,1.0,0.9857274706865049,0.29879444064910504,0.0,0.009533137698315288
100_25,100,25,0.6407659788155882,1.0,0.9877772130098565,0.37458242037687484,0.0,0.003247468170795016
100_50,100,50,0.15324223420198652,1.0,0.9966666666666667,0.1171415097025679,0.0,0.004216370213557849
100_100,100,100,0.11921921921921923,1.0,0.9960769230769231,0.12233174218180386,0.0,0.004806307492865628
