,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.6,1.0,0.8294841269841269,0.37416573867739417,0.0,0.09956788092840199
10_25,10,25,0.9,1.0,0.8688888888888888,0.2,0.0,0.07900617259836078
10_50,10,50,0.8,1.0,0.86,0.4000000000000001,0.0,0.1079351657246145
10_100,10,100,1.0,1.0,0.8503333333333334,0.0,0.0,0.0709960875291339
25_10,25,10,0.8666666666666666,1.0,0.9422013928100885,0.12472191289246472,0.0,0.05072356179990674
25_25,25,25,0.9228571428571429,1.0,0.9435212999560825,0.11124527047961019,0.0,0.03826400915494528
25_50,25,50,1.0,1.0,0.9426166666666667,0.0,0.0,0.01785742920405335
25_100,25,100,0.9714285714285715,1.0,0.9656666666666667,0.05714285714285716,0.0,0.023981474331473268
50_10,50,10,0.9136363636363637,1.0,0.9715432233431855,0.10794856442761741,0.0,0.01701449483190651
50_25,50,25,0.8542857142857143,1.0,0.9706275339477621,0.15969358414265283,0.0,0.014994132952006986
50_50,50,50,0.915091575091575,1.0,0.9798951586715562,0.08193424410572421,0.0,0.005887647344286884
50_100,50,100,1.0,1.0,0.9637168212739642,0.0,0.0,0.008006460111534237
100_10,100,10,0.7949090909090909,1.0,0.9835060729557616,0.21769460753257147,0.0,0.012115274361196101
100_25,100,25,0.9512280701754385,1.0,0.9848702541834788,0.05816947041529974,0.0,0.0020171752463732915
100_50,100,50,0.984,1.0,0.9770998092889336,0.03199999999999998,0.0,0.008299662863968901
100_100,100,100,0.9904761904761905,1.0,0.9827718911593687,0.01904761904761907,0.0,0.007303592095120611
