,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.845,1.0,0.8353240740740742,0.08717797887081347,0.0,0.1262454755467377
10_25,10,25,0.975,1.0,0.7902380952380953,0.049999999999999996,0.0,0.04364617580191326
10_50,10,50,0.9777777777777779,1.0,0.758032879818594,0.04444444444444447,0.0,0.1527772073073376
10_100,10,100,0.96,0.96,0.6849605319605319,0.07999999999999999,0.04898979485566354,0.09882943534943907
25_10,25,10,1.0,1.0,0.8698607672520717,0.0,0.0,0.050988948150491674
25_25,25,25,0.9894736842105264,1.0,0.8701940418679548,0.02105263157894739,0.0,0.04476338298171975
25_50,25,50,1.0,1.0,0.8659757648953301,0.0,0.0,0.06407514093558543
25_100,25,100,1.0,1.0,0.8744056699720316,0.0,0.0,0.0357208894626438
50_10,50,10,0.9343550446998723,1.0,0.9501360352978032,0.10042440470149872,0.0,0.029853521041707423
50_25,50,25,1.0,1.0,0.9549154183533515,0.0,0.0,0.012345792490679602
50_50,50,50,1.0,1.0,0.9170554660460676,0.0,0.0,0.0338529170252462
50_100,50,100,0.9951219512195122,1.0,0.9477050265772071,0.009756097560975618,0.0,0.015754302707727562
100_10,100,10,0.982124612297026,1.0,0.9761240429288055,0.011726061204782126,0.0,0.008081868646144418
100_25,100,25,1.0,1.0,0.9733600167327667,0.0,0.0,0.00967027832832346
100_50,100,50,1.0,1.0,0.9656789115441586,0.0,0.0,0.010711808317874787
100_100,100,100,1.0,1.0,0.9622056424783697,0.0,0.0,0.010628738406624304
