,SERVICES,SERVICE_DATA,AVG_RELEVANT_CHANGES_OUR,AVG_APPLICATION_STABILITY_OUR,AVG_SERVICE_STABILITY_OUR,STD_RELEVANT_CHANGE_OUR,STD_APPLICATION_STABILITY_OUR,STD_SERVICE_STABILITY_OUR
10_10,10,10,0.9333333333333332,0.9714285714285715,0.880595238095238,0.13333333333333336,0.05714285714285716,0.06641491581778824
10_25,10,25,1.0,1.0,0.8408333333333333,0.0,0.0,0.14706385612303854
10_50,10,50,0.9,1.0,0.8837037037037037,0.2,0.0,0.016497079593570427
10_100,10,100,0.9,1.0,0.8903703703703704,0.20000000000000004,0.0,0.06611292662721385
25_10,25,10,0.6442857142857144,1.0,0.9308300395256918,0.307736966931707,0.0,0.04327566885466045
25_25,25,25,0.8,1.0,0.9496590909090908,0.291547594742265,0.0,0.046225842473628244
25_50,25,50,0.835,1.0,0.9383238095238096,0.1841195263952197,0.0,0.02609750424640557
25_100,25,100,0.975,1.0,0.9296190476190475,0.049999999999999996,0.0,0.02155917869356444
50_10,50,10,0.9093506493506494,1.0,0.9606957557268425,0.08610849922075206,0.0,0.006252213781373595
50_25,50,25,0.9400000000000001,1.0,0.9672269628232361,0.07423685817106694,0.0,0.01972218382154443
50_50,50,50,0.9618181818181817,1.0,0.9691817918681274,0.04685126809718228,0.0,0.013038299249505527
50_100,50,100,1.0,1.0,0.962717261904762,0.0,0.0,0.009104786887916518
100_10,100,10,0.8859903381642512,1.0,0.9823832076848141,0.13179997673659966,0.0,0.009406013343419381
100_25,100,25,0.9152046783625731,1.0,0.9825453669921573,0.1434358803906984,0.0,0.006832886335341174
100_50,100,50,0.9666666666666668,1.0,0.9805378499172122,0.0485912657903775,0.0,0.008443645836868347
100_100,100,100,1.0,1.0,0.9803140723894641,0.0,0.0,0.007856330740687222
