,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.8800000000000001,0.0,0.6954285714285714,0.09797958971132714,0.0,0.051121402887707924
10_25,10,25,0.9800000000000001,0.0,0.723111111111111,0.03999999999999999,0.0,0.009993578184928137
10_50,10,50,0.9800000000000001,0.0,0.7126222222222227,0.039999999999999994,0.0,0.01997647999739744
10_100,10,100,0.9800000000000001,0.0,0.7027333333333337,0.039999999999999994,0.0,0.01263926861456432
25_10,25,10,0.8399999999999999,0.0,0.7047222222222221,0.0758946638440411,0.0,0.028104764773487077
25_25,25,25,0.944,0.0,0.7067713306982872,0.04079215610874226,0.0,0.01282707826494937
25_50,25,50,0.944,0.0,0.6917361001317526,0.04079215610874226,0.0,0.010718744529458642
25_100,25,100,1.0,0.0,0.6956000000000004,0.0,0.0,0.007222188034107185
50_10,50,10,0.8959999999999999,0.0,0.7085326740037063,0.03878143885933064,0.0,0.025478027273548996
50_25,50,25,0.9359999999999999,0.0,0.7051921034048695,0.04079215610874227,0.0,0.011600790491054953
50_50,50,50,0.9879999999999999,0.0,0.697394285714286,0.009797958971132722,0.0,0.006865482586486982
50_100,50,100,0.9960000000000001,0.0,0.6944751020408166,0.008000000000000007,0.0,0.0030145277561618635
100_10,100,10,0.8699999999999999,0.0,0.7198649672565867,0.026076809620810618,0.0,0.013280571991472189
100_25,100,25,0.9460000000000001,0.0,0.6983093883405032,0.018547236990991374,0.0,0.012044287048635808
100_50,100,50,0.984,0.0,0.6952574162679429,0.01743559577416271,0.0,0.005626960681274846
100_100,100,100,0.994,0.0,0.6960949494949498,0.00489897948556636,0.0,0.0045302263430555476
