,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.6199999999999999,0.0,0.5102063492063491,0.17204650534085253,0.0,0.11233811846235627
10_25,10,25,0.58,0.0,0.5276,0.11661903789690599,0.0,0.05465606002959951
10_50,10,50,0.52,0.0,0.4738666666666667,0.0748331477354788,0.0,0.03383988442323316
10_100,10,100,0.5399999999999999,0.0,0.4981428571428574,0.10198039027185568,0.0,0.013056861516193738
25_10,25,10,0.656,0.0,0.6115441176470588,0.019595917942265444,0.0,0.04125360422546973
25_25,25,25,0.6160000000000001,0.0,0.6062333333333333,0.03199999999999999,0.0,0.03139932766442265
25_50,25,50,0.712,0.0,0.5948021899668962,0.14620533505997652,0.0,0.0214468805978485
25_100,25,100,0.704,0.0,0.5856571428571431,0.082365041127896,0.0,0.011243764151756592
50_10,50,10,0.664,0.0,0.6210872961110153,0.0344093010681705,0.0,0.01676337211293813
50_25,50,25,0.6880000000000001,0.0,0.6186134512392576,0.04995998398718718,0.0,0.015018395769593747
50_50,50,50,0.732,0.0,0.6105187091544698,0.06523802572120034,0.0,0.0017416036316251974
50_100,50,100,0.72,0.0,0.6004439167520664,0.052153619241621194,0.0,0.007148849827064473
100_10,100,10,0.626,0.0,0.6352020654512553,0.07552483035399682,0.0,0.025147428554987864
100_25,100,25,0.698,0.0,0.6148218664078221,0.027856776554368228,0.0,0.012846587572483373
100_50,100,50,0.748,0.0,0.5970146828609988,0.05192301994298868,0.0,0.008830781379892171
100_100,100,100,0.736,0.0,0.5936898752230967,0.03720215047547658,0.0,0.006747981848281187
