,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.5399999999999999,0.0,0.5555000000000001,0.16248076809271922,0.0,0.0545781804183483
10_25,10,25,0.66,0.0,0.6044666666666666,0.12000000000000002,0.0,0.031123838666419892
10_50,10,50,0.58,0.0,0.5455555555555557,0.21354156504062624,0.0,0.04061259307221573
10_100,10,100,0.42000000000000004,0.0,0.5142190476190478,0.17204650534085253,0.0,0.02692779629215746
25_10,25,10,0.648,0.0,0.6137903582485624,0.07756287771866124,0.0,0.0376853187174567
25_25,25,25,0.672,0.0,0.6011823529411766,0.06881860213634103,0.0,0.028276638847258194
25_50,25,50,0.656,0.0,0.5925665413533838,0.07418894796396562,0.0,0.023123369685811877
25_100,25,100,0.68,0.0,0.5886543991955759,0.09121403400793104,0.0,0.010548541438586252
50_10,50,10,0.644,0.0,0.632628312863607,0.09911609354691094,0.0,0.027254702856108252
50_25,50,25,0.664,0.0,0.6170336162988116,0.057131427428342804,0.0,0.020699063936887304
50_50,50,50,0.752,0.0,0.5982814346240495,0.0744043009509531,0.0,0.011527087827771254
50_100,50,100,0.724,0.0,0.597009245235052,0.07939773296511682,0.0,0.005740172179749563
100_10,100,10,0.6659999999999999,0.0,0.6359177225324767,0.039293765408776986,0.0,0.017445407458002635
100_25,100,25,0.7,0.0,0.6117169429410689,0.030331501776206186,0.0,0.014719451790293504
100_50,100,50,0.744,0.0,0.6050652602317775,0.034409301068170535,0.0,0.0017925939985468852
100_100,100,100,0.6759999999999999,0.0,0.5935460286827646,0.04127953488110058,0.0,0.0069413810878248385
