,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.5,0.0,0.619,0.24494897427831783,0.0,0.09769339793455847
10_25,10,25,0.48,0.0,0.4824,0.19390719429665318,0.0,0.03679999999999995
10_50,10,50,0.42000000000000004,0.0,0.4720000000000001,0.09797958971132711,0.0,0.022295988677587555
10_100,10,100,0.5599999999999999,0.0,0.5057285714285717,0.11999999999999997,0.0,0.028448894386895487
25_10,25,10,0.584,0.0,0.6076969696969696,0.07418894796396563,0.0,0.022650671414305212
25_25,25,25,0.656,0.0,0.6042138876603274,0.19199999999999998,0.0,0.042312880967262524
25_50,25,50,0.648,0.0,0.5843081196581199,0.10244998779892557,0.0,0.01191028818165593
25_100,25,100,0.64,0.0,0.5798022445820435,0.09121403400793106,0.0,0.02239392100930894
50_10,50,10,0.6759999999999999,0.0,0.6214058025308025,0.061188234163113434,0.0,0.018948470628572113
50_25,50,25,0.7080000000000001,0.0,0.5987437761069341,0.039191835884530846,0.0,0.016954291807618087
50_50,50,50,0.724,0.0,0.6066754375460259,0.06374950980203688,0.0,0.011358104257144404
50_100,50,100,0.712,0.0,0.596733720396042,0.0854166260162505,0.0,0.003641945902540876
100_10,100,10,0.696,0.0,0.6198280640501667,0.061188234163113434,0.0,0.0018650885621297056
100_25,100,25,0.6839999999999999,0.0,0.6048630829285269,0.024979991993593572,0.0,0.01072607468925132
100_50,100,50,0.726,0.0,0.6059927317367839,0.023323807579381222,0.0,0.005237715677961834
100_100,100,100,0.7,0.0,0.5968377353112212,0.03633180424916989,0.0,0.004635464623994267
