,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.6799999999999999,0.0,0.5647619047619048,0.16,0.0,0.07386940735110595
10_25,10,25,0.5599999999999999,0.0,0.5536888888888889,0.19595917942265426,0.0,0.06422577460378964
10_50,10,50,0.5800000000000001,0.0,0.5407000000000001,0.11661903789690603,0.0,0.02000899797591074
10_100,10,100,0.5199999999999999,0.0,0.5239166666666669,0.17204650534085256,0.0,0.028175541008312724
25_10,25,10,0.6880000000000001,0.0,0.6406617647058823,0.02993325909419151,0.0,0.03340026360733186
25_25,25,25,0.648,0.0,0.5807102779573368,0.09927738916792686,0.0,0.020308520818006742
25_50,25,50,0.696,0.0,0.5909456975772767,0.0741889479639656,0.0,0.019087387876250996
25_100,25,100,0.648,0.0,0.607751260504202,0.08908422980528036,0.0,0.006501948668479062
50_10,50,10,0.7040000000000001,0.0,0.6186239616239615,0.026532998322843185,0.0,0.01596506890644039
50_25,50,25,0.68,0.0,0.6052516990529161,0.05932958789676531,0.0,0.013209938421339933
50_50,50,50,0.756,0.0,0.6062293597819916,0.03440930106817054,0.0,0.010267757349154341
50_100,50,100,0.712,0.0,0.5922051227634847,0.06764613810115105,0.0,0.004653620618018327
100_10,100,10,0.67,0.0,0.6223827148878519,0.03847076812334267,0.0,0.010341576682639832
100_25,100,25,0.6679999999999999,0.0,0.6133235378080448,0.03124099870362659,0.0,0.006553962141304047
100_50,100,50,0.726,0.0,0.5983937213909023,0.030066592756745805,0.0,0.00917505146130169
100_100,100,100,0.706,0.0,0.598175591316896,0.03720215047547656,0.0,0.004240169380117457
