,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.5599999999999999,0.0,0.5686666666666665,0.04898979485566354,0.0,0.05471542540982184
10_25,10,25,0.5,0.0,0.4708571428571428,0.1414213562373095,0.0,0.039893736401616135
10_50,10,50,0.7,0.0,0.517873015873016,0.18973665961010278,0.0,0.01585319397261272
10_100,10,100,0.62,0.0,0.5086190476190479,0.0748331477354788,0.0,0.03221399535293072
25_10,25,10,0.744,0.0,0.6077581699346405,0.048000000000000015,0.0,0.019667573511219255
25_25,25,25,0.704,0.0,0.5992829131652662,0.08979977728257456,0.0,0.017202881961241225
25_50,25,50,0.672,0.0,0.5786568627450983,0.029933259094191523,0.0,0.020150442204338204
25_100,25,100,0.664,0.0,0.5742674369747902,0.07838367176906169,0.0,0.0071194828126831125
50_10,50,10,0.6599999999999999,0.0,0.6518069691219596,0.03794733192202055,0.0,0.032290092487075095
50_25,50,25,0.728,0.0,0.6022681224435334,0.06523802572120035,0.0,0.016645356008677576
50_50,50,50,0.716,0.0,0.5948746157922631,0.023323807579381187,0.0,0.0036966780382379433
50_100,50,100,0.708,0.0,0.5981256652661067,0.053065996645686404,0.0,0.006879775017493291
100_10,100,10,0.658,0.0,0.6265338123887951,0.0305941170815567,0.0,0.018245465837431963
100_25,100,25,0.678,0.0,0.6164278194212112,0.0396988664825584,0.0,0.005575912989845295
100_50,100,50,0.724,0.0,0.6070529317795417,0.07255342858886821,0.0,0.010084110463642935
100_100,100,100,0.6639999999999999,0.0,0.5986955895342134,0.04127953488110058,0.0,0.006436142369709613
