,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.8400000000000001,0.0,0.6739999999999999,0.07999999999999999,0.0,0.048774993593028775
10_25,10,25,0.9400000000000001,0.0,0.698911111111111,0.07999999999999997,0.0,0.019962978080115205
10_50,10,50,0.9199999999999999,0.0,0.6822000000000003,0.09797958971132709,0.0,0.020903588208726287
10_100,10,100,1.0,0.0,0.6860000000000005,0.0,0.0,0.015899685531481474
25_10,25,10,0.808,0.0,0.7066406926406926,0.053065996645686404,0.0,0.01783651386170039
25_25,25,25,0.9199999999999999,0.0,0.690034338415208,0.05656854249492381,0.0,0.016495127727546726
25_50,25,50,0.992,0.0,0.6915266666666671,0.016000000000000014,0.0,0.009534228396210664
25_100,25,100,1.0,0.0,0.6984800000000003,0.0,0.0,0.0069714847772910345
50_10,50,10,0.892,0.0,0.7246398157510392,0.02039607805437116,0.0,0.031338857571301455
50_25,50,25,0.924,0.0,0.6988789196310934,0.03199999999999997,0.0,0.017359728653788646
50_50,50,50,0.9719999999999999,0.0,0.6938469387755104,0.00979795897113272,0.0,0.008078021121505144
50_100,50,100,0.992,0.0,0.6951044897959187,0.00979795897113272,0.0,0.005567335926735164
100_10,100,10,0.898,0.0,0.714006882006882,0.00979795897113272,0.0,0.006333534260443205
100_25,100,25,0.9179999999999999,0.0,0.7039940999063988,0.024819347291981687,0.0,0.0035374308530789246
100_50,100,50,0.986,0.0,0.6983706287363433,0.008000000000000007,0.0,0.006999068880684491
100_100,100,100,0.998,0.0,0.6957393939393943,0.0040000000000000036,0.0,0.005276135088228696
